               0          1.3217422        0.015155882       1.0908967       0.0092184253        1.949427        0.027565906
              40          4.0994074         0.02500462       3.8475403        0.015321976       4.5274683        0.045036656
              80          4.9307688        0.026245528       4.7352805        0.016150638       4.9891002        0.042744535
             120          3.9548445        0.021630857       3.7892849        0.038326204       3.9644056        0.020229934
             160          2.6002729        0.015134928       2.4201693        0.026753536       2.6124608        0.014079917
             200          1.5363822        0.009815777       1.3925432        0.017336062       1.5467534         0.00907933
             240         0.87088535       0.0061667618      0.77195561          0.0108835       0.8778843       0.0056794602
             280         0.46377258        0.003286649      0.40371568       0.0058060215      0.46824573       0.0030097405
             330         0.23537602       0.0018650491      0.20611078       0.0032892093      0.23704314       0.0016990918
             380         0.12098937       0.0010928021      0.10388405       0.0019184286      0.12215286      0.00099159647
             430        0.057912395      0.00050271716      0.04857157      0.00088403112      0.05863436       0.0004550384
             500        0.010783112      7.1861899e-05    0.0086202608      0.00012554124     0.010971326      6.4886064e-05
             800      3.7283385e-05      3.8497386e-07   2.6070708e-05      6.5907225e-07   3.8755035e-05      2.6764674e-07
            6500      3.7283385e-05      3.8497386e-07   2.6070708e-05      6.5907225e-07   3.8755035e-05      2.6764674e-07
