               0          1.0671352       0.0081740682      0.99231241       0.0055012616       1.2533992        0.013086762
              40          3.7840088        0.013885363       3.5679204          0.0093468       4.0256451        0.022175153
              80          4.6558805        0.014862759       4.3667216       0.0099849983       4.8736072        0.023736261
             120          3.7776509        0.012412545       3.5299081       0.0083107996       3.9246682         0.01867362
             160           2.493085       0.0087190096       2.3173841       0.0058276465       2.5896118        0.013054549
             200          1.4800512        0.005670197       1.3714506       0.0037836404       1.5340529       0.0084517267
             240         0.84286007       0.0035709748      0.77929298       0.0023804245       0.8712463       0.0053039063
             280          0.4509202       0.0019019088      0.41597062       0.0012634565      0.46568101        0.002818133
             330         0.22758824       0.0010818684      0.20901255       0.0007190063       0.2352994       0.0015942882
             380         0.11766573       0.0006367603      0.10809352      0.00042337661      0.12129272      0.00093338634
             430        0.056727747      0.00029319837     0.052198488      0.00019459216     0.058171975      0.00042998512
             500        0.010716024      4.2326091e-05    0.0099361714      2.8158015e-05     0.010823043      6.1736879e-05
             800      3.8099292e-05       2.343152e-07   3.4106112e-05      3.7383273e-07   3.8099292e-05       2.343152e-07
            6500      3.8099292e-05       2.343152e-07   3.4106112e-05      3.7383273e-07   3.8099292e-05       2.343152e-07
